FromNodeId,ToNodeId,ACTION,Occurrences,ActionValue
2969,30535,GIVEAWAY,48,0.008570937
2941,28769,GIVEAWAY,44,0.008099904
1813,6439,GIVEAWAY,53,0.007670815
779,22831,GIVEAWAY,46,0.007383919
303,901,GIVEAWAY,116,0.007016223
90,91,GIVEAWAY,37,0.006861518
1351,20606,GIVEAWAY,56,0.006405426
18,38019,GIVEAWAY,158,0.00616906
816,160567,GIVEAWAY,31,0.006047452
1269,1270,GIVEAWAY,103,0.004114244
529,10123,GIVEAWAY,37,0.004096097
3559,20576,GIVEAWAY,48,0.003318013
4273,21577,GIVEAWAY,53,0.003125737
4244,20947,GIVEAWAY,67,0.002854204
590,7537,GIVEAWAY,50,0.002322894
1006,126536,GIVEAWAY,56,0.002087799
2760,34647,GIVEAWAY,51,0.001493218
712,134967,GIVEAWAY,30,0.001455784
1868,33098,GIVEAWAY,65,0.001225435
1365,47697,GIVEAWAY,104,0.000111178
303,18064,GIVEAWAY,37,9.26254E-05
2268,21151,GIVEAWAY,44,-0.000592029
281,45535,GIVEAWAY,175,-0.00227385
5888,39173,GIVEAWAY,47,-0.00267001
812,34122,GIVEAWAY,31,-0.003276626
1252,37553,GIVEAWAY,198,-0.00333609
1081,2172,GIVEAWAY,53,-0.003360476
761,18462,GIVEAWAY,73,-0.00538565
18,33564,GIVEAWAY,90,-0.006639034
2311,3015,GIVEAWAY,31,-0.007175647
834,37541,GIVEAWAY,67,-0.007764676
671,2345,GIVEAWAY,85,-0.007901487
281,3120,GIVEAWAY,243,-0.008091536
3174,7115,GIVEAWAY,40,-0.008158352
2953,5449,GIVEAWAY,81,-0.00816921
4376,18968,GIVEAWAY,36,-0.008304051
1397,59649,GIVEAWAY,60,-0.008400433
2251,28593,GIVEAWAY,65,-0.008915399
1861,18879,GIVEAWAY,38,-0.009098833
72,20201,GIVEAWAY,94,-0.009741665
958,133119,GIVEAWAY,29,-0.010455769
2286,14115,GIVEAWAY,85,-0.010625329
15,3414,GIVEAWAY,174,-0.010953512
143,46155,GIVEAWAY,32,-0.011545742
1507,56980,GIVEAWAY,46,-0.012038522
916,38571,GIVEAWAY,30,-0.012063177
1252,6301,GIVEAWAY,30,-0.012552237
2760,28099,GIVEAWAY,94,-0.012805907
4235,8158,GIVEAWAY,38,-0.013251047
529,11633,GIVEAWAY,164,-0.013280126
1197,16498,GIVEAWAY,43,-0.015155363
2247,126451,GIVEAWAY,32,-0.015875936
671,5189,GIVEAWAY,204,-0.016414468
812,36583,GIVEAWAY,128,-0.016597913
831,61080,GIVEAWAY,35,-0.016661287
4004,117603,GIVEAWAY,45,-0.016730886
529,3594,GIVEAWAY,143,-0.016982841
72,29197,GIVEAWAY,50,-0.018500059
1804,2989,GIVEAWAY,99,-0.01915778
63,35730,GIVEAWAY,50,-0.019205252
2967,59262,GIVEAWAY,44,-0.020049871
939,25947,GIVEAWAY,81,-0.020389193
1383,114184,GIVEAWAY,37,-0.020896196
773,14427,GIVEAWAY,59,-0.02092776
238,5819,GIVEAWAY,91,-0.021061293
63,7531,GIVEAWAY,160,-0.021792621
545,45903,GIVEAWAY,31,-0.022406722
1391,7292,GIVEAWAY,80,-0.022410021
1641,27145,GIVEAWAY,73,-0.022539306
1665,1899,GIVEAWAY,67,-0.022662485
171,3948,GIVEAWAY,48,-0.022755692
657,18421,GIVEAWAY,114,-0.022997421
1269,81787,GIVEAWAY,96,-0.023163031
1813,30581,GIVEAWAY,80,-0.023272785
916,23590,GIVEAWAY,34,-0.023571434
102,66201,GIVEAWAY,61,-0.023654301
281,35014,GIVEAWAY,98,-0.024015821
2687,25462,GIVEAWAY,60,-0.02408998
812,10055,GIVEAWAY,37,-0.02422564
2197,223024,GIVEAWAY,34,-0.024290817
1489,49666,GIVEAWAY,48,-0.024810619
5397,82604,GIVEAWAY,54,-0.025263411
5888,18345,GIVEAWAY,61,-0.02541583
671,36160,GIVEAWAY,53,-0.025897045
5397,5430,GIVEAWAY,62,-0.026014834
1252,10127,GIVEAWAY,211,-0.026263298
563,10514,GIVEAWAY,59,-0.02630126
834,85864,GIVEAWAY,30,-0.026919841
761,18857,GIVEAWAY,43,-0.026977867
1373,20387,GIVEAWAY,75,-0.027020866
13,7983,GIVEAWAY,40,-0.027072685
761,48183,GIVEAWAY,39,-0.027260087
7396,62723,GIVEAWAY,29,-0.027416768
5,34183,GIVEAWAY,180,-0.027859871
671,5928,GIVEAWAY,138,-0.027995115
1873,10106,GIVEAWAY,99,-0.028148375
63,27856,GIVEAWAY,134,-0.02837857
171,35128,GIVEAWAY,71,-0.028590496
1000,68146,GIVEAWAY,44,-0.02884204
2268,88719,GIVEAWAY,113,-0.028856313
31,1977,GIVEAWAY,217,-0.029528956
16900,209606,GIVEAWAY,30,-0.029604182
784,5515,GIVEAWAY,32,-0.029607635
139,75227,GIVEAWAY,32,-0.029660997
3174,24455,GIVEAWAY,33,-0.02993477
18,12573,GIVEAWAY,285,-0.029940553
2282,115671,GIVEAWAY,71,-0.030272496
2268,2269,GIVEAWAY,74,-0.030316435
784,13547,GIVEAWAY,58,-0.030415978
7219,41211,GIVEAWAY,45,-0.030439072
545,25637,GIVEAWAY,41,-0.030463862
5,4519,GIVEAWAY,41,-0.030654487
1920,43636,GIVEAWAY,30,-0.031025092
6488,44044,GIVEAWAY,32,-0.031537499
1566,22325,GIVEAWAY,46,-0.031547115
3127,26332,GIVEAWAY,30,-0.032040682
958,10368,GIVEAWAY,170,-0.032184784
2197,7285,GIVEAWAY,87,-0.032861786
545,13598,GIVEAWAY,204,-0.033111463
94,130,GIVEAWAY,221,-0.033586743
18,35711,GIVEAWAY,89,-0.033611896
5,4761,GIVEAWAY,94,-0.033619827
1665,58511,GIVEAWAY,37,-0.033755498
18,5053,GIVEAWAY,457,-0.033946194
801,1893,GIVEAWAY,125,-0.034054553
31,3158,GIVEAWAY,599,-0.034147303
2005,100550,GIVEAWAY,51,-0.034222993
1365,1366,GIVEAWAY,32,-0.034644184
1000,71686,GIVEAWAY,34,-0.034928879
678,7193,GIVEAWAY,248,-0.034978917
3369,28154,GIVEAWAY,42,-0.035227718
4467,17381,GIVEAWAY,51,-0.035317435
711,13877,GIVEAWAY,34,-0.036553112
303,12136,GIVEAWAY,326,-0.037484545
784,10745,GIVEAWAY,139,-0.038004742
4244,55734,GIVEAWAY,30,-0.038302355
801,28144,GIVEAWAY,40,-0.038464695
4501,6461,GIVEAWAY,44,-0.038633516
311,312,GIVEAWAY,54,-0.03874727
2774,54066,GIVEAWAY,59,-0.039174474
801,3098,GIVEAWAY,134,-0.039412101
94,59903,GIVEAWAY,68,-0.039470276
2274,83861,GIVEAWAY,58,-0.039977099
4260,55749,GIVEAWAY,36,-0.040167045
834,1885,GIVEAWAY,168,-0.040472502
139,15211,GIVEAWAY,127,-0.041033515
4260,51139,GIVEAWAY,65,-0.041102582
94,21886,GIVEAWAY,39,-0.041187409
2197,5253,GIVEAWAY,195,-0.041262509
15,79066,GIVEAWAY,78,-0.041314352
2247,2860,GIVEAWAY,157,-0.041427433
1813,186102,GIVEAWAY,30,-0.04152043
816,3082,GIVEAWAY,51,-0.041553851
1217,85919,GIVEAWAY,55,-0.041665622
648,32229,GIVEAWAY,84,-0.042061013
371,3714,GIVEAWAY,33,-0.042650552
7389,18981,GIVEAWAY,35,-0.04267316
15,3162,GIVEAWAY,408,-0.042999064
671,64280,GIVEAWAY,30,-0.043169746
4265,13761,GIVEAWAY,40,-0.043191726
1665,10437,GIVEAWAY,135,-0.043360003
3976,104629,GIVEAWAY,53,-0.043844065
1804,4206,GIVEAWAY,96,-0.043931389
1873,3066,GIVEAWAY,112,-0.044176553
761,22182,GIVEAWAY,187,-0.044576074
1197,21129,GIVEAWAY,127,-0.044653746
1815,39088,GIVEAWAY,39,-0.044771808
161,19814,GIVEAWAY,79,-0.044827437
590,23065,GIVEAWAY,39,-0.04496183
1566,3671,GIVEAWAY,90,-0.045338397
58,57752,GIVEAWAY,71,-0.045560921
816,14693,GIVEAWAY,109,-0.045731615
1000,1790,GIVEAWAY,180,-0.04603726
1432,206772,GIVEAWAY,35,-0.046117767
2177,18474,GIVEAWAY,63,-0.046131811
2969,17138,GIVEAWAY,41,-0.046320168
2259,30899,GIVEAWAY,55,-0.046368939
1813,28408,GIVEAWAY,124,-0.046399792
94,34901,GIVEAWAY,51,-0.046582733
678,9647,GIVEAWAY,89,-0.046793931
1844,14647,GIVEAWAY,152,-0.046807139
1163,17451,GIVEAWAY,31,-0.04693915
4004,23371,GIVEAWAY,63,-0.047271395
916,8887,GIVEAWAY,184,-0.047389772
1868,66663,GIVEAWAY,74,-0.047532269
1006,23968,GIVEAWAY,55,-0.047802571
1049,13183,GIVEAWAY,65,-0.048639375
1023,2103,GIVEAWAY,107,-0.049534115
1197,46766,GIVEAWAY,52,-0.049610641
199,19907,GIVEAWAY,39,-0.049926904
10454,23711,GIVEAWAY,33,-0.050864239
1573,151401,GIVEAWAY,33,-0.050896389
1391,28483,GIVEAWAY,55,-0.051858823
2709,45687,GIVEAWAY,40,-0.052129639
98,73794,GIVEAWAY,36,-0.052178083
2251,58956,GIVEAWAY,37,-0.052405144
303,25919,GIVEAWAY,245,-0.052754268
381,26013,GIVEAWAY,43,-0.05332646
2225,10486,GIVEAWAY,65,-0.053337851
31,13587,GIVEAWAY,93,-0.053357038
1000,6609,GIVEAWAY,86,-0.054356803
2225,2226,GIVEAWAY,130,-0.05492666
1023,20083,GIVEAWAY,61,-0.054972843
72,1231,GIVEAWAY,182,-0.055364476
4265,37297,GIVEAWAY,34,-0.055556608
161,72195,GIVEAWAY,65,-0.055611476
1351,8827,GIVEAWAY,55,-0.055933012
4269,60878,GIVEAWAY,36,-0.056039017
6365,253599,GIVEAWAY,29,-0.056205833
5397,82608,GIVEAWAY,64,-0.05692613
1861,13193,GIVEAWAY,64,-0.056931015
1365,3343,GIVEAWAY,87,-0.057251727
831,4225,GIVEAWAY,82,-0.057252881
4501,17176,GIVEAWAY,63,-0.057852351
1217,34245,GIVEAWAY,150,-0.057896296
90,1766,GIVEAWAY,122,-0.058092902
1844,14411,GIVEAWAY,67,-0.058341322
199,16037,GIVEAWAY,38,-0.059274746
6515,126740,GIVEAWAY,30,-0.059395732
1373,35690,GIVEAWAY,112,-0.059709817
1006,18394,GIVEAWAY,141,-0.05991027
831,14677,GIVEAWAY,81,-0.060558649
1163,9119,GIVEAWAY,30,-0.060623826
1252,77664,GIVEAWAY,48,-0.062930515
90,6142,GIVEAWAY,120,-0.063149315
335,23574,GIVEAWAY,75,-0.063181732
1634,8806,GIVEAWAY,107,-0.063268848
2286,42770,GIVEAWAY,34,-0.063336751
221,7059,GIVEAWAY,74,-0.063813605
386,19481,GIVEAWAY,30,-0.064367558
2707,37177,GIVEAWAY,31,-0.064397319
3174,88696,GIVEAWAY,46,-0.064416994
711,14377,GIVEAWAY,76,-0.065684811
939,42165,GIVEAWAY,130,-0.065832081
2197,19169,GIVEAWAY,32,-0.065934136
122,17307,GIVEAWAY,88,-0.065995448
773,3094,GIVEAWAY,73,-0.066404921
773,60313,GIVEAWAY,70,-0.067215399
31,13840,GIVEAWAY,53,-0.067292099
755,13172,GIVEAWAY,71,-0.067306825
311,13595,GIVEAWAY,179,-0.067616049
834,51453,GIVEAWAY,42,-0.067681351
6488,14034,GIVEAWAY,50,-0.068253607
2645,172655,GIVEAWAY,29,-0.068747241
2311,9161,GIVEAWAY,51,-0.069343967
1920,31600,GIVEAWAY,33,-0.069495456
592,59891,GIVEAWAY,80,-0.069535739
545,10318,GIVEAWAY,178,-0.069622181
2231,47348,GIVEAWAY,121,-0.071232812
19,82852,GIVEAWAY,31,-0.071245975
2953,13901,GIVEAWAY,32,-0.071390963
752,36210,GIVEAWAY,41,-0.071633545
1383,3325,GIVEAWAY,83,-0.07180072
648,28226,GIVEAWAY,86,-0.072118145
98,10543,GIVEAWAY,80,-0.072227193
188,48337,GIVEAWAY,35,-0.073094725
2311,28272,GIVEAWAY,51,-0.074805415
3029,3030,GIVEAWAY,84,-0.074933596
15,14289,GIVEAWAY,59,-0.075132897
648,32213,GIVEAWAY,99,-0.075735232
1351,48988,GIVEAWAY,45,-0.07607641
958,2746,GIVEAWAY,40,-0.076486021
6365,7127,GIVEAWAY,44,-0.077151675
2274,58601,GIVEAWAY,35,-0.077663354
592,136855,GIVEAWAY,34,-0.078512265
1197,46740,GIVEAWAY,117,-0.078528562
779,107841,GIVEAWAY,34,-0.079245889
4376,85084,GIVEAWAY,33,-0.079659015
1641,83289,GIVEAWAY,63,-0.080466504
303,4559,GIVEAWAY,99,-0.080497683
755,49800,GIVEAWAY,33,-0.08370028
1252,5288,GIVEAWAY,159,-0.084552411
5381,21673,GIVEAWAY,29,-0.08568646
3675,79714,GIVEAWAY,44,-0.086780867
2259,6561,GIVEAWAY,37,-0.087267531
2247,11464,GIVEAWAY,35,-0.091327031
916,10157,GIVEAWAY,59,-0.092007941
98,60970,GIVEAWAY,43,-0.092507643
7389,12262,GIVEAWAY,37,-0.092820329
784,29532,GIVEAWAY,99,-0.092843192
2247,14281,GIVEAWAY,83,-0.094519008
2699,45003,GIVEAWAY,32,-0.095456104
339,19779,GIVEAWAY,53,-0.100080968
740,54921,GIVEAWAY,55,-0.100802035
563,14520,GIVEAWAY,43,-0.100942804
671,9395,GIVEAWAY,43,-0.101450884
2231,7168,GIVEAWAY,217,-0.102176843
2231,5343,GIVEAWAY,44,-0.102451689
958,49520,GIVEAWAY,31,-0.104570709
1201,48414,GIVEAWAY,75,-0.105375872
2259,91437,GIVEAWAY,58,-0.105690219
4150,35058,GIVEAWAY,40,-0.106477401
188,16056,GIVEAWAY,42,-0.107574052
1006,5173,GIVEAWAY,116,-0.107667407
7420,28697,GIVEAWAY,36,-0.112913055
72,60377,GIVEAWAY,39,-0.115994365
105,8064,GIVEAWAY,59,-0.118909746
1873,74260,GIVEAWAY,36,-0.119309739
2980,21047,GIVEAWAY,46,-0.119358775
1391,23671,GIVEAWAY,36,-0.121094167
1634,10617,GIVEAWAY,44,-0.125278336
219,79764,GIVEAWAY,49,-0.130625632
94,56164,GIVEAWAY,33,-0.13332998
2282,55477,GIVEAWAY,31,-0.1564375
1673,35682,GIVEAWAY,48,-0.159289978
4336,88406,GIVEAWAY,32,-0.187409743
4951,4967,FACEOFF (Defensive),739,0.018390628
1048,1868,FACEOFF (Defensive),1442,0.012954493
4268,4269,FACEOFF (Defensive),907,0.010678441
258,3559,FACEOFF (Defensive),1207,0.010018043
1124,1432,FACEOFF (Defensive),1053,0.008770372
2979,4376,FACEOFF (Defensive),708,0.008498135
4243,4501,FACEOFF (Defensive),2214,0.005032287
138,171,FACEOFF (Defensive),2006,0.004062603
647,678,FACEOFF (Defensive),5918,0.003814073
187,199,FACEOFF (Defensive),1101,0.003764179
86,1326,FACEOFF (Defensive),4212,0.003012892
183,184,FACEOFF (Defensive),672,0.002643915
62,916,FACEOFF (Defensive),3729,0.002163738
1840,7219,FACEOFF (Defensive),1465,0.001433063
86,94,FACEOFF (Defensive),4824,0.0013848
178,1634,FACEOFF (Defensive),2928,0.001074525
647,671,FACEOFF (Defensive),5872,0.000589034
138,139,FACEOFF (Defensive),2502,0.000130377
811,1873,FACEOFF (Defensive),3877,-0.000781347
811,816,FACEOFF (Defensive),2742,-0.001138133
1196,2268,FACEOFF (Defensive),3089,-0.001292748
2,18,FACEOFF (Defensive),11672,-0.001493403
1803,1813,FACEOFF (Defensive),3938,-0.001502585
338,361,FACEOFF (Defensive),752,-0.001577298
187,221,FACEOFF (Defensive),1660,-0.002326901
760,784,FACEOFF (Defensive),4692,-0.002414237
4951,6515,FACEOFF (Defensive),1112,-0.002414727
760,761,FACEOFF (Defensive),4797,-0.003022184
1803,2311,FACEOFF (Defensive),3772,-0.003270976
178,4004,FACEOFF (Defensive),1972,-0.00347614
1343,2197,FACEOFF (Defensive),4422,-0.003492931
380,2536,FACEOFF (Defensive),815,-0.003549984
62,939,FACEOFF (Defensive),3294,-0.005179402
2,31,FACEOFF (Defensive),11776,-0.005193227
1200,5888,FACEOFF (Defensive),1097,-0.005406592
859,1081,FACEOFF (Defensive),1146,-0.005586733
121,2774,FACEOFF (Defensive),1484,-0.00597322
1196,1217,FACEOFF (Defensive),2825,-0.006115442
1381,1383,FACEOFF (Defensive),1677,-0.006390154
4243,4260,FACEOFF (Defensive),1520,-0.006708524
2897,4340,FACEOFF (Defensive),592,-0.006813116
1343,1373,FACEOFF (Defensive),3162,-0.007397858
142,3976,FACEOFF (Defensive),913,-0.007673722
656,1269,FACEOFF (Defensive),2067,-0.008099003
2948,2967,FACEOFF (Defensive),1876,-0.008102706
695,1023,FACEOFF (Defensive),2030,-0.00843302
104,2760,FACEOFF (Defensive),1685,-0.008994421
380,455,FACEOFF (Defensive),994,-0.010208998
2948,4408,FACEOFF (Defensive),1639,-0.010391658
3103,4235,FACEOFF (Defensive),762,-0.010860856
338,352,FACEOFF (Defensive),874,-0.0112632
1396,10454,FACEOFF (Defensive),957,-0.012818858
12,545,FACEOFF (Defensive),3569,-0.013576837
751,755,FACEOFF (Defensive),1165,-0.01361262
2605,2645,FACEOFF (Defensive),751,-0.013617644
4872,4898,FACEOFF (Defensive),655,-0.016763112
1124,3369,FACEOFF (Defensive),1123,-0.017061397
159,3707,FACEOFF (Defensive),793,-0.01719617
2897,2919,FACEOFF (Defensive),667,-0.01935737
43,58,FACEOFF (Defensive),1165,-0.021216856
299,2231,FACEOFF (Defensive),3515,-0.022829997
1028,2282,FACEOFF (Defensive),1239,-0.023521613
75,592,FACEOFF (Defensive),1272,-0.024583419
2273,2274,FACEOFF (Defensive),962,-0.048257129
2687,32613,HIT,103,0.082582786
468,4742,HIT,73,0.078530543
1920,27939,HIT,88,0.074840686
4004,38673,HIT,94,0.074837486
2005,6778,HIT,71,0.072739994
202,203,HIT,72,0.069584255
1383,64981,HIT,77,0.065954761
339,26573,HIT,72,0.061618466
2707,13016,HIT,68,0.059967864
2231,10986,HIT,237,0.055685603
2259,31058,HIT,68,0.055125007
3174,13247,HIT,80,0.055103393
188,10933,HIT,79,0.053417311
94,15205,HIT,71,0.050628909
816,21605,HIT,115,0.050215507
657,66180,HIT,87,0.046710338
2492,26575,HIT,101,0.046391896
188,485,HIT,90,0.043945443
1365,3571,HIT,170,0.042487616
2197,15093,HIT,158,0.042465672
831,58884,HIT,72,0.04168984
171,2083,HIT,83,0.041193352
2286,28629,HIT,93,0.04074189
352,353,HIT,88,0.039277568
1269,7216,HIT,107,0.039252739
2969,6451,HIT,90,0.039062216
1253,37771,HIT,72,0.039044393
102,62879,HIT,96,0.038848511
1489,7138,HIT,133,0.038816251
711,10365,HIT,149,0.03857127
784,10742,HIT,158,0.038494649
5397,20680,HIT,83,0.037620685
13,3425,HIT,85,0.03731589
1391,5999,HIT,201,0.037036827
19,62817,HIT,114,0.037034079
7396,59277,HIT,69,0.036387406
171,3710,HIT,115,0.035943894
2311,20052,HIT,208,0.035840487
19,33701,HIT,72,0.035725331
1006,4187,HIT,145,0.035609455
98,2781,HIT,92,0.035509579
590,2465,HIT,176,0.035342929
1641,10466,HIT,127,0.035238005
2251,12608,HIT,88,0.035149048
755,14000,HIT,80,0.035082196
1665,59633,HIT,107,0.034997989
916,11657,HIT,88,0.033635403
90,8043,HIT,148,0.033332973
90,41554,HIT,69,0.032803046
7219,16552,HIT,67,0.032445771
199,505,HIT,67,0.032385593
2311,28242,HIT,172,0.032139943
4408,16920,HIT,106,0.03191672
105,24527,HIT,70,0.029981606
834,5491,HIT,197,0.02964337
1000,2320,HIT,147,0.029331535
4244,6478,HIT,85,0.029296006
7389,13664,HIT,93,0.029276952
1365,13502,HIT,98,0.029166639
2967,12644,HIT,201,0.029003543
4004,10583,HIT,94,0.028738675
2645,3824,HIT,71,0.028149451
6515,70575,HIT,116,0.028124939
281,282,HIT,96,0.028073421
1391,8852,HIT,100,0.027923824
102,13465,HIT,109,0.027845505
812,13983,HIT,129,0.027748599
2707,33868,HIT,142,0.026959986
4898,39884,HIT,75,0.026679372
1804,46851,HIT,67,0.026662069
2709,63095,HIT,74,0.026428951
761,1888,HIT,77,0.026283398
1813,3024,HIT,156,0.025123454
545,29034,HIT,154,0.025082983
4408,30521,HIT,114,0.02436405
5397,50229,HIT,213,0.024231872
761,20128,HIT,201,0.023949492
1373,27135,HIT,69,0.023795388
4260,25889,HIT,73,0.022972175
2247,5293,HIT,263,0.022488514
939,23572,HIT,77,0.021603428
2259,28599,HIT,189,0.021184832
2536,35285,HIT,67,0.020489369
1006,23491,HIT,194,0.020204141
916,923,HIT,175,0.019886807
4522,26719,HIT,95,0.019562554
1217,24112,HIT,149,0.019293382
2225,23410,HIT,149,0.01923781
281,16111,HIT,282,0.019166103
1641,6260,HIT,116,0.019095914
2197,9012,HIT,222,0.018920963
15,7181,HIT,556,0.018346434
90,8274,HIT,254,0.018124577
5888,37797,HIT,70,0.01731244
4244,15682,HIT,101,0.017214248
102,36471,HIT,228,0.016811422
31,2709,HIT,1149,0.01660899
1373,9044,HIT,134,0.016014107
2197,16414,HIT,284,0.015772067
2286,20726,HIT,133,0.015724822
1813,5402,HIT,171,0.015491261
2286,20684,HIT,196,0.015445697
15,1481,HIT,370,0.015397197
238,6013,HIT,142,0.01538701
18,25653,HIT,262,0.015181296
779,24373,HIT,215,0.014921371
1665,7275,HIT,217,0.014848586
1813,16696,HIT,71,0.014813475
563,8900,HIT,81,0.014701015
648,31085,HIT,284,0.014527666
529,1948,HIT,503,0.014284723
63,10787,HIT,264,0.014104492
311,41336,HIT,148,0.013810156
1566,6159,HIT,141,0.013782379
4260,4507,HIT,82,0.013730169
784,28114,HIT,360,0.013497463
1326,50730,HIT,77,0.013226896
4265,13777,HIT,97,0.013017626
245,46196,HIT,141,0.013008455
1351,29135,HIT,78,0.012952368
1844,11559,HIT,256,0.012926527
339,13041,HIT,122,0.012842799
1391,19311,HIT,115,0.012594817
94,9447,HIT,234,0.011937435
238,4016,HIT,79,0.011827361
63,1734,HIT,487,0.011317669
18,5351,HIT,607,0.01103665
529,63710,HIT,161,0.011025708
2967,5453,HIT,91,0.010446072
1252,6067,HIT,773,0.010410083
303,1511,HIT,483,0.010335149
1217,28551,HIT,238,0.010327633
812,8147,HIT,99,0.010314655
590,14547,HIT,77,0.010083951
1813,31386,HIT,442,0.01008061
2268,74165,HIT,80,0.01000855
303,8196,HIT,336,0.009660156
281,1479,HIT,661,0.009272437
563,6762,HIT,174,0.009101729
1873,3042,HIT,341,0.008662212
1006,8519,HIT,477,0.008498573
1252,5050,HIT,292,0.008395125
801,33994,HIT,74,0.008205064
18,42697,HIT,154,0.008117043
2282,62529,HIT,68,0.007914802
18,19,HIT,1328,0.007654446
2709,32940,HIT,70,0.00763296
238,8319,HIT,144,0.007497661
1804,5198,HIT,167,0.007460048
816,62130,HIT,139,0.007437662
1861,77812,HIT,85,0.006893183
31,2218,HIT,730,0.006755285
671,672,HIT,566,0.006635679
371,5691,HIT,108,0.006484576
1573,15215,HIT,111,0.006444558
1507,40031,HIT,96,0.006414933
4336,4346,HIT,103,0.006223574
740,22933,HIT,81,0.006119072
1000,2323,HIT,285,0.005723836
678,48447,HIT,93,0.005640742
1000,4159,HIT,306,0.005582956
98,17709,HIT,209,0.005482906
303,304,HIT,375,0.005446493
1873,3078,HIT,125,0.005089162
2259,11485,HIT,156,0.005011164
381,14176,HIT,100,0.004884879
773,21719,HIT,109,0.004835453
171,24325,HIT,99,0.00477719
1217,7331,HIT,125,0.004751701
94,21868,HIT,229,0.004679551
2941,81049,HIT,73,0.004596735
171,172,HIT,153,0.004319501
1804,5457,HIT,112,0.003841494
1634,9889,HIT,136,0.0036865
5397,15796,HIT,210,0.003074831
1365,5237,HIT,185,0.002996041
4249,5002,HIT,81,0.00277002
90,2089,HIT,394,0.002736578
94,44933,HIT,81,0.002642079
386,102693,HIT,87,0.00253508
2311,28236,HIT,176,0.002463864
15,622,HIT,343,0.002399924
72,3625,HIT,81,0.002125039
1365,2417,HIT,266,0.001789407
831,1866,HIT,242,0.001639761
648,2098,HIT,149,0.001149461
678,7206,HIT,275,0.0011294
939,3633,HIT,329,0.001103077
63,6743,HIT,291,0.001095097
784,2390,HIT,200,0.000993282
812,4229,HIT,159,0.00093521
834,835,HIT,303,0.00088024
5,39503,HIT,210,0.000795629
1665,5218,HIT,217,0.000750284
648,4171,HIT,267,0.00074272
1844,1847,HIT,211,0.000737684
2969,6453,HIT,93,0.000641205
1326,19447,HIT,381,0.000602033
221,9894,HIT,127,0.000589171
2268,35585,HIT,114,0.000555331
18,908,HIT,554,0.000396569
303,4522,HIT,970,0.000238705
4467,13751,HIT,124,3.56673E-05
303,885,HIT,603,-2.62338E-05
1861,13196,HIT,222,-0.000133074
5,2849,HIT,257,-0.000228147
3174,3175,HIT,132,-0.000298791
90,11947,HIT,257,-0.000387841
812,33962,HIT,172,-0.000425167
711,13880,HIT,314,-0.000671976
2311,5406,HIT,311,-0.000747171
801,7237,HIT,338,-0.000766485
72,8622,HIT,432,-0.000810418
916,8452,HIT,177,-0.000858404
72,3636,HIT,298,-0.00092802
4004,46191,HIT,95,-0.001215874
5,276,HIT,390,-0.001258502
834,15308,HIT,137,-0.001549337
648,15597,HIT,156,-0.001573474
139,166,HIT,236,-0.001684545
3127,32782,HIT,118,-0.001799849
98,117,HIT,211,-0.001834498
281,6913,HIT,488,-0.002153374
939,22103,HIT,165,-0.002181018
455,15441,HIT,100,-0.002181856
2197,17999,HIT,176,-0.002212515
188,4706,HIT,83,-0.002269192
94,2767,HIT,245,-0.002584883
5397,36677,HIT,96,-0.002689179
2251,6331,HIT,173,-0.002814622
72,8642,HIT,241,-0.003026332
1000,2730,HIT,407,-0.003112351
5,37954,HIT,66,-0.003180534
939,33336,HIT,160,-0.003183033
1006,37250,HIT,92,-0.003195009
529,1446,HIT,275,-0.003249405
1507,38715,HIT,67,-0.003445394
161,22557,HIT,139,-0.003706894
4467,15679,HIT,153,-0.003878838
816,44246,HIT,114,-0.004045926
1252,39192,HIT,276,-0.004098569
63,64,HIT,177,-0.004107734
958,17697,HIT,222,-0.004240899
711,22926,HIT,125,-0.004295055
2953,44130,HIT,120,-0.004473096
4408,15617,HIT,69,-0.00452619
801,3281,HIT,275,-0.004534684
1920,13355,HIT,70,-0.004543618
590,14528,HIT,151,-0.004686906
671,30341,HIT,84,-0.004894388
19,5864,HIT,72,-0.004941203
94,6665,HIT,421,-0.005066251
678,1777,HIT,318,-0.005153234
1326,1327,HIT,196,-0.005329952
563,23075,HIT,245,-0.005359552
139,3966,HIT,102,-0.005404037
139,8020,HIT,101,-0.005617053
3127,16450,HIT,149,-0.005667464
671,9643,HIT,115,-0.005768404
1197,12598,HIT,235,-0.005786878
678,18612,HIT,239,-0.005915108
1566,89593,HIT,81,-0.006086833
1634,13361,HIT,94,-0.006451128
18,27049,HIT,535,-0.006537151
15,3614,HIT,572,-0.006807762
1252,60207,HIT,106,-0.007106381
1006,13310,HIT,292,-0.007156135
1641,6712,HIT,152,-0.007219347
2197,25196,HIT,68,-0.007251827
529,26855,HIT,180,-0.007406746
1326,36478,HIT,201,-0.007542575
221,51996,HIT,75,-0.007601794
1566,5759,HIT,213,-0.007682456
2247,11249,HIT,265,-0.007800154
98,10226,HIT,87,-0.007944664
1804,15835,HIT,345,-0.008072129
761,8130,HIT,302,-0.008381611
1365,37948,HIT,134,-0.008567261
2919,80859,HIT,87,-0.008981969
2268,19971,HIT,139,-0.009182026
63,22029,HIT,189,-0.009242485
958,2064,HIT,367,-0.009303036
761,762,HIT,216,-0.009389124
1252,10348,HIT,134,-0.009483757
779,13333,HIT,97,-0.009585993
827,39292,HIT,85,-0.009643349
678,23841,HIT,113,-0.009863709
